,Payment_system_provider,Payment_number,date_time,Gross_amount,Net_amount,VAT_amount,Store_name,Status,POS,Quantity,Payment_method,Staff_member,Discount,Membership_number,Payment_Confirmation_Code,Currency,Gateway_Fee,Card_Type,Customer_Segment,Card_ID,Location,Loyalty_Points,Refund_Eligibility,Week_day
11686,WorldPay,PMT9766,08/09/2024 20:55,58.97,49.14,9.83,Primark,Completed,POS2,4,Debit Card,Staff2,0,MEM00000,CONF25928,GBP,1.22,Discover,New Customer,CARD6687,London,0,Non-Eligible,7
11687,WorldPay,PMT9296,08/09/2024 21:00,30.99,25.82,5.17,Primark,Completed,POS3,3,Debit Card,Staff2,0,MEM00000,CONF83279,GBP,0.59,Discover,New Customer,CARD8274,London,0,Non-Eligible,7
11688,Braintree,PMT7897,08/09/2024 21:10,100.98,84.15,16.83,Primark,Completed,POS3,6,Cash,Staff2,10,MEM82687,CONF23863,GBP,1.08,Amex,Member,N/A,London,8,Non-Eligible,7
11689,Braintree,PMT9696,08/09/2024 21:19,73.47,61.23,12.24,Primark,Completed,POS2,5,Cash,Staff3,0,MEM00000,CONF69523,GBP,1.37,Discover,New Customer,N/A,London,0,Non-Eligible,7
11690,Shopify,PMT9353,08/09/2024 21:25,46.44,38.7,7.74,Primark,Completed,POS1,6,Credit Card,Staff2,0,MEM00000,CONF64911,GBP,0.97,Amex,New Customer,CARD5467,London,0,Non-Eligible,7
11691,Shopify,PMT6348,08/09/2024 21:35,109.94,91.62,18.32,Primark,Completed,POS1,7,Cash,Staff1,0,MEM00000,CONF93069,GBP,1.14,MasterCard,New Customer,N/A,London,0,Non-Eligible,7
11692,Shopify,PMT1681,08/09/2024 21:44,75.47,62.89,12.58,Primark,Completed,POS1,5,Credit Card,Staff3,0,MEM00000,CONF62030,GBP,0.86,Visa,New Customer,CARD2146,London,0,Non-Eligible,7
11693,WorldPay,PMT9588,08/09/2024 21:50,35,29.17,5.83,Primark,Completed,POS1,1,Credit Card,Staff1,5,MEM24301,CONF22352,GBP,1,MasterCard,Member,CARD9830,London,2,Non-Eligible,7
11694,Braintree,PMT7218,08/09/2024 21:57,129.44,107.87,21.57,Primark,Completed,POS2,8,Credit Card,Staff4,0,MEM00000,CONF56677,GBP,3.24,Amex,New Customer,CARD4066,London,0,Non-Eligible,7
11695,Shopify,PMT1724,08/09/2024 22:04,128.95,107.46,21.49,Primark,Completed,POS1,7,Credit Card,Staff4,0,MEM00000,CONF19179,GBP,3.67,Visa,New Customer,CARD2773,London,0,Non-Eligible,7
11696,WorldPay,PMT4436,08/09/2024 22:12,23.98,19.98,4,Primark,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF34060,GBP,0.67,Amex,Returning Customer,N/A,London,0,Non-Eligible,7
11697,Braintree,PMT6202,08/09/2024 22:17,51.95,43.29,8.66,Primark,Completed,POS3,5,Credit Card,Staff1,0,MEM00000,CONF88349,GBP,1.15,Amex,New Customer,CARD4299,London,0,Non-Eligible,7
11698,WorldPay,PMT7223,08/09/2024 22:26,94.46,78.72,15.74,Primark,Completed,POS1,6,Credit Card,Staff3,0,MEM00000,CONF98455,GBP,1.62,Discover,New Customer,CARD4898,London,0,Non-Eligible,7
11699,Shopify,PMT4160,08/09/2024 22:31,81.43,67.86,13.57,Primark,Completed,POS3,8,Cash,Staff2,0,MEM00000,CONF87424,GBP,0.99,MasterCard,New Customer,N/A,London,0,Non-Eligible,7
11700,Braintree,PMT8510,08/09/2024 22:37,75.98,63.32,12.66,Primark,Completed,POS2,5,Cash,Staff3,0,MEM00000,CONF82936,GBP,0.97,Amex,New Customer,N/A,London,0,Non-Eligible,7
11701,WorldPay,PMT4666,08/09/2024 22:45,75.96,63.3,12.66,Primark,Completed,POS3,5,Cash,Staff2,0,MEM00000,CONF56632,GBP,1.98,Amex,Returning Customer,N/A,London,0,Non-Eligible,7
11702,WorldPay,PMT3666,08/09/2024 22:54,10.99,9.16,1.83,Primark,Completed,POS3,2,Credit Card,Staff4,0,MEM00000,CONF71920,GBP,0.28,Amex,New Customer,CARD9314,London,0,Non-Eligible,7
11703,WorldPay,PMT5035,09/09/2024 09:00,114.95,95.79,19.16,Primark,Completed,POS3,7,Online,Staff1,10,MEM89859,CONF48031,GBP,2.89,MasterCard,Member,N/A,London,9,Non-Eligible,1
11704,WorldPay,PMT3288,09/09/2024 09:20,49.96,41.63,8.33,Primark,Completed,POS2,6,Cash,Staff3,0,MEM00000,CONF67690,GBP,0.71,Discover,New Customer,N/A,London,0,Non-Eligible,1
11705,Shopify,PMT7179,09/09/2024 09:49,46.48,38.73,7.75,Primark,Completed,POS3,3,Credit Card,Staff3,0,MEM00000,CONF35066,GBP,1.15,Discover,New Customer,CARD8636,London,0,Non-Eligible,1
11706,Shopify,PMT4134,09/09/2024 10:11,33.98,28.32,5.66,Primark,Completed,POS1,2,Credit Card,Staff1,0,MEM00000,CONF78043,GBP,0.91,MasterCard,New Customer,CARD3398,London,0,Non-Eligible,1
11707,Shopify,PMT5970,09/09/2024 10:37,96.44,80.37,16.07,Primark,Completed,POS2,7,Credit Card,Staff4,15,MEM61764,CONF26495,GBP,1.25,Amex,Member,CARD2626,London,8,Non-Eligible,1
11708,Braintree,PMT3257,09/09/2024 11:00,90.97,75.81,15.16,Primark,Completed,POS1,5,Cash,Staff2,0,MEM00000,CONF43736,GBP,2.66,Amex,New Customer,N/A,London,0,Non-Eligible,1
11709,Shopify,PMT1198,09/09/2024 11:18,190.94,159.12,31.82,Primark,Completed,POS3,10,Cash,Staff3,0,MEM00000,CONF69629,GBP,5.62,Amex,Returning Customer,N/A,London,0,Non-Eligible,1
11710,Braintree,PMT2359,09/09/2024 11:47,44.99,37.49,7.5,Primark,Completed,POS2,3,Debit Card,Staff4,10,MEM63769,CONF91400,GBP,0.48,Visa,Member,CARD8611,London,3,Non-Eligible,1
11711,Braintree,PMT9255,09/09/2024 12:16,105.46,87.88,17.58,Primark,Completed,POS1,6,Cash,Staff4,0,MEM53205,CONF94967,GBP,2.04,Visa,Member,N/A,London,8,Non-Eligible,1
11712,Braintree,PMT2689,09/09/2024 12:27,92.46,77.05,15.41,Primark,Completed,POS2,7,Online,Staff3,0,MEM00000,CONF43584,GBP,1.96,Discover,New Customer,N/A,London,0,Non-Eligible,1
11713,Shopify,PMT3094,09/09/2024 12:42,154.94,129.12,25.82,Primark,Completed,POS2,9,Credit Card,Staff2,0,MEM00000,CONF46785,GBP,1.64,Visa,New Customer,CARD8680,London,0,Non-Eligible,1
11714,Shopify,PMT9586,09/09/2024 12:52,40.98,34.15,6.83,Primark,Completed,POS2,3,Credit Card,Staff2,0,MEM00000,CONF24561,GBP,1.14,Amex,New Customer,CARD1162,London,0,Non-Eligible,1
11715,Shopify,PMT9106,09/09/2024 13:03,42.47,35.39,7.08,Primark,Completed,POS3,3,Cash,Staff2,5,MEM30239,CONF34320,GBP,0.59,Visa,Member,N/A,London,3,Non-Eligible,1
11716,WorldPay,PMT2311,09/09/2024 13:15,47.48,39.57,7.91,Primark,Completed,POS2,3,Credit Card,Staff3,0,MEM00000,CONF53751,GBP,0.6,MasterCard,New Customer,CARD2524,London,0,Non-Eligible,1
11717,Braintree,PMT3653,09/09/2024 13:28,166.93,139.11,27.82,Primark,Completed,POS1,10,Cash,Staff2,0,MEM00000,CONF39910,GBP,3.84,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11718,Braintree,PMT6122,09/09/2024 13:41,49.99,41.66,8.33,Primark,Completed,POS2,2,Cash,Staff3,0,MEM00000,CONF32172,GBP,1.22,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11719,WorldPay,PMT1801,09/09/2024 13:53,39.96,33.3,6.66,Primark,Completed,POS2,4,Credit Card,Staff2,0,MEM00000,CONF92168,GBP,0.52,Amex,New Customer,CARD2383,London,0,Non-Eligible,1
11720,Braintree,PMT3987,09/09/2024 14:08,131.9,109.92,21.98,Primark,Completed,POS1,10,Debit Card,Staff4,0,MEM00000,CONF43075,GBP,2.95,Discover,New Customer,CARD7478,London,0,Non-Eligible,1
11721,WorldPay,PMT3978,09/09/2024 14:20,218.96,182.47,36.49,Primark,Completed,POS1,9,Credit Card,Staff3,0,MEM00000,CONF53317,GBP,3.59,MasterCard,New Customer,CARD9844,London,0,Non-Eligible,1
11722,WorldPay,PMT5133,09/09/2024 14:34,44.99,37.49,7.5,Primark,Completed,POS1,2,Debit Card,Staff2,5,MEM89597,CONF38585,GBP,1.25,Visa,Member,CARD9109,London,3,Non-Eligible,1
11723,Shopify,PMT3015,09/09/2024 14:44,160.43,133.69,26.74,Primark,Completed,POS3,10,Online,Staff3,0,MEM00000,CONF97179,GBP,2.87,MasterCard,New Customer,N/A,London,0,Non-Eligible,1
11724,Shopify,PMT2130,09/09/2024 14:55,52.49,43.74,8.75,Primark,Completed,POS2,2,Credit Card,Staff2,0,MEM00000,CONF22014,GBP,1,Amex,New Customer,CARD9946,London,0,Non-Eligible,1
11725,Braintree,PMT6635,09/09/2024 15:05,53.46,44.55,8.91,Primark,Completed,POS3,5,Debit Card,Staff3,0,MEM00000,CONF44852,GBP,1.5,Visa,New Customer,CARD9091,London,0,Non-Eligible,1
11726,Shopify,PMT9984,09/09/2024 15:15,30.48,25.4,5.08,Primark,Completed,POS3,2,Debit Card,Staff3,0,MEM00000,CONF73151,GBP,0.33,Amex,New Customer,CARD1891,London,0,Non-Eligible,1
11727,WorldPay,PMT1381,09/09/2024 15:28,164.92,137.43,27.49,Primark,Completed,POS3,10,Cash,Staff1,0,MEM00000,CONF84841,GBP,3.2,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11728,Braintree,PMT5749,09/09/2024 15:43,112.97,94.14,18.83,Primark,Completed,POS3,6,Cash,Staff1,0,MEM00000,CONF78114,GBP,2.3,Amex,Returning Customer,N/A,London,0,Non-Eligible,1
11729,WorldPay,PMT2158,09/09/2024 15:53,134.91,112.42,22.49,Primark,Completed,POS2,10,Debit Card,Staff4,0,MEM00000,CONF57880,GBP,1.45,Visa,New Customer,CARD1402,London,0,Non-Eligible,1
11730,Braintree,PMT5491,09/09/2024 16:06,52.99,44.16,8.83,Primark,Completed,POS2,3,Debit Card,Staff2,0,MEM00000,CONF59165,GBP,1,Amex,New Customer,CARD6388,London,0,Non-Eligible,1
11731,WorldPay,PMT6895,09/09/2024 16:19,178.93,149.11,29.82,Primark,Completed,POS2,10,Credit Card,Staff4,10,MEM22180,CONF85424,GBP,3.63,Amex,Member,CARD4296,London,14,Non-Eligible,1
11732,WorldPay,PMT5481,09/09/2024 16:31,11.49,9.58,1.91,Primark,Completed,POS2,1,Cash,Staff2,0,MEM00000,CONF19130,GBP,0.15,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11733,Braintree,PMT9520,09/09/2024 16:44,14.99,12.49,2.5,Primark,Completed,POS2,1,Cash,Staff2,0,MEM00000,CONF72447,GBP,0.23,Amex,Returning Customer,N/A,London,0,Non-Eligible,1
11734,WorldPay,PMT2085,09/09/2024 16:55,37.98,31.65,6.33,Primark,Completed,POS1,3,Cash,Staff1,0,MEM00000,CONF44923,GBP,0.94,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11735,Braintree,PMT9617,09/09/2024 17:06,17.98,14.98,3,Primark,Completed,POS2,2,Online,Staff1,0,MEM00000,CONF23859,GBP,0.41,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11736,Braintree,PMT9334,09/09/2024 17:11,118.46,98.72,19.74,Primark,Completed,POS1,6,Online,Staff4,0,MEM00000,CONF75437,GBP,2.52,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11737,WorldPay,PMT9040,09/09/2024 17:16,119.97,99.98,19.99,Primark,Completed,POS1,5,Credit Card,Staff2,0,MEM00000,CONF45738,GBP,2.72,Visa,New Customer,CARD2209,London,0,Non-Eligible,1
11738,Braintree,PMT2683,09/09/2024 17:24,76.47,63.73,12.74,Primark,Completed,POS3,5,Credit Card,Staff1,0,MEM00000,CONF52537,GBP,1.85,Visa,New Customer,CARD8873,London,0,Non-Eligible,1
11739,WorldPay,PMT9935,09/09/2024 17:29,85.93,71.61,14.32,Primark,Completed,POS2,9,Cash,Staff1,10,MEM42127,CONF12428,GBP,2.45,MasterCard,Member,N/A,London,7,Non-Eligible,1
11740,Shopify,PMT9004,09/09/2024 17:39,13.98,11.65,2.33,Primark,Completed,POS3,2,Credit Card,Staff4,0,MEM38129,CONF59275,GBP,0.41,Discover,Member,CARD2500,London,1,Non-Eligible,1
11741,Shopify,PMT4743,09/09/2024 17:49,80.94,67.45,13.49,Primark,Completed,POS1,7,Cash,Staff1,0,MEM00000,CONF49452,GBP,1.6,Amex,New Customer,N/A,London,0,Non-Eligible,1
11742,Shopify,PMT4412,09/09/2024 17:55,30,25,5,Primark,Completed,POS1,1,Cash,Staff2,0,MEM00000,CONF96562,GBP,0.72,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11743,WorldPay,PMT8459,09/09/2024 18:01,169.43,141.19,28.24,Primark,Completed,POS1,10,Credit Card,Staff2,0,MEM00000,CONF39328,GBP,2.42,Visa,New Customer,CARD1772,London,0,Non-Eligible,1
11744,WorldPay,PMT2356,09/09/2024 18:06,25,20.83,4.17,Primark,Completed,POS2,1,Cash,Staff4,0,MEM00000,CONF43210,GBP,0.57,Discover,Returning Customer,N/A,London,0,Non-Eligible,1
11745,Braintree,PMT4301,09/09/2024 18:16,97.94,81.62,16.32,Primark,Completed,POS2,7,Credit Card,Staff1,10,MEM13566,CONF89813,GBP,2.38,MasterCard,Member,CARD7789,London,8,Non-Eligible,1
11746,Shopify,PMT5897,09/09/2024 18:21,177.46,147.88,29.58,Primark,Cancelled,POS2,8,Debit Card,Staff3,0,MEM00000,CONF59536,GBP,3.84,Amex,New Customer,CARD2832,London,0,Non-Eligible,1
11747,WorldPay,PMT4364,09/09/2024 18:31,63.47,52.89,10.58,Primark,Completed,POS3,5,Credit Card,Staff2,10,MEM18206,CONF44451,GBP,0.68,Discover,Member,CARD1989,London,5,Non-Eligible,1
11748,Braintree,PMT3455,09/09/2024 18:39,61.47,51.23,10.24,Primark,Completed,POS1,4,Cash,Staff1,0,MEM00000,CONF97013,GBP,1.02,Amex,New Customer,N/A,London,0,Non-Eligible,1
11749,Braintree,PMT9082,09/09/2024 18:49,68.46,57.05,11.41,Primark,Completed,POS2,4,Credit Card,Staff1,0,MEM00000,CONF84896,GBP,1.44,Discover,New Customer,CARD5847,London,0,Non-Eligible,1
11750,WorldPay,PMT5276,09/09/2024 18:56,55.97,46.64,9.33,Primark,Completed,POS1,4,Credit Card,Staff4,0,MEM62703,CONF47191,GBP,0.99,MasterCard,Member,CARD2923,London,4,Non-Eligible,1
11751,Braintree,PMT6452,09/09/2024 19:01,40.96,34.13,6.83,Primark,Completed,POS3,4,Debit Card,Staff1,10,MEM85236,CONF66980,GBP,0.97,MasterCard,Member,CARD5238,London,3,Non-Eligible,1
11752,Shopify,PMT4873,09/09/2024 19:11,103.98,86.65,17.33,Primark,Completed,POS1,5,Debit Card,Staff4,0,MEM00000,CONF31458,GBP,2.79,MasterCard,New Customer,CARD7858,London,0,Non-Eligible,1
11753,Braintree,PMT8372,09/09/2024 19:17,17.99,14.99,3,Primark,Completed,POS1,2,Debit Card,Staff4,0,MEM00000,CONF19998,GBP,0.41,Visa,New Customer,CARD7315,London,0,Non-Eligible,1
11754,Braintree,PMT4766,09/09/2024 19:27,22.98,19.15,3.83,Primark,Completed,POS1,2,Cash,Staff1,0,MEM00000,CONF57737,GBP,0.54,Discover,Returning Customer,N/A,London,0,Non-Eligible,1
11755,Braintree,PMT1663,09/09/2024 19:33,67.47,56.23,11.24,Primark,Completed,POS1,5,Cash,Staff2,0,MEM00000,CONF29558,GBP,0.88,Amex,Returning Customer,N/A,London,0,Non-Eligible,1
11756,Shopify,PMT8394,09/09/2024 19:43,55.46,46.22,9.24,Primark,Completed,POS2,4,Cash,Staff3,0,MEM00000,CONF37569,GBP,1.22,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11757,Braintree,PMT5587,09/09/2024 19:52,42.99,35.83,7.16,Primark,Completed,POS2,2,Debit Card,Staff4,0,MEM00000,CONF58577,GBP,1.25,MasterCard,New Customer,CARD9678,London,0,Non-Eligible,1
11758,Braintree,PMT4286,09/09/2024 19:58,131.47,109.56,21.91,Primark,Completed,POS2,7,Credit Card,Staff4,0,MEM00000,CONF36079,GBP,1.83,Visa,New Customer,CARD7737,London,0,Non-Eligible,1
11759,Braintree,PMT2415,09/09/2024 20:04,48.96,40.8,8.16,Primark,Completed,POS2,6,Credit Card,Staff4,0,MEM00000,CONF40026,GBP,0.53,Discover,New Customer,CARD9088,London,0,Non-Eligible,1
11760,Braintree,PMT7797,09/09/2024 20:13,100.99,84.16,16.83,Primark,Completed,POS1,5,Cash,Staff1,10,MEM59328,CONF17919,GBP,2.13,Amex,Member,N/A,London,8,Non-Eligible,1
11761,Braintree,PMT3065,09/09/2024 20:20,30,25,5,Primark,Completed,POS1,1,Cash,Staff1,0,MEM00000,CONF59504,GBP,0.43,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11762,WorldPay,PMT5706,09/09/2024 20:25,132.95,110.79,22.16,Primark,Completed,POS1,8,Credit Card,Staff4,0,MEM00000,CONF17921,GBP,1.45,Amex,New Customer,CARD6324,London,0,Non-Eligible,1
11763,Braintree,PMT2020,09/09/2024 20:35,67.95,56.63,11.32,Primark,Cancelled,POS1,5,Debit Card,Staff3,0,MEM84655,CONF89410,GBP,0.87,Amex,Member,CARD4573,London,5,Non-Eligible,1
11764,Braintree,PMT5495,09/09/2024 20:42,39.99,33.33,6.66,Primark,Completed,POS1,2,Online,Staff3,0,MEM00000,CONF22984,GBP,1.01,MasterCard,New Customer,N/A,London,0,Non-Eligible,1
11765,WorldPay,PMT8417,09/09/2024 20:52,60.94,50.78,10.16,Primark,Completed,POS3,6,Cash,Staff1,0,MEM00000,CONF70969,GBP,1.33,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11766,Braintree,PMT2486,09/09/2024 21:00,100.97,84.14,16.83,Primark,Completed,POS2,5,Debit Card,Staff2,0,MEM00000,CONF54015,GBP,2.82,MasterCard,New Customer,CARD8253,London,0,Non-Eligible,1
11767,WorldPay,PMT8794,09/09/2024 21:05,144.48,120.4,24.08,Primark,Completed,POS3,6,Cash,Staff3,0,MEM00000,CONF66701,GBP,2.9,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11768,Shopify,PMT9732,09/09/2024 21:13,79.94,66.62,13.32,Primark,Completed,POS2,6,Debit Card,Staff3,0,MEM00000,CONF56554,GBP,1.98,Amex,New Customer,CARD4662,London,0,Non-Eligible,1
11769,WorldPay,PMT6921,09/09/2024 21:23,3,2.5,0.5,Primark,Completed,POS1,1,Cash,Staff4,0,MEM00000,CONF90477,GBP,0.05,Discover,Returning Customer,N/A,London,0,Non-Eligible,1
11770,Shopify,PMT7731,09/09/2024 21:29,152.44,127.03,25.41,Primark,Completed,POS1,10,Credit Card,Staff4,0,MEM00000,CONF89326,GBP,2.07,MasterCard,New Customer,CARD9575,London,0,Non-Eligible,1
11771,Braintree,PMT5710,09/09/2024 21:37,76.95,64.12,12.83,Primark,Completed,POS3,6,Cash,Staff1,0,MEM00000,CONF48491,GBP,1.18,Amex,New Customer,N/A,London,0,Non-Eligible,1
11772,WorldPay,PMT8864,09/09/2024 21:42,38.98,32.48,6.5,Primark,Completed,POS2,3,Cash,Staff3,0,MEM00000,CONF79874,GBP,0.92,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11773,Braintree,PMT2271,09/09/2024 21:51,45.96,38.3,7.66,Primark,Completed,POS2,4,Credit Card,Staff2,0,MEM00000,CONF38222,GBP,0.6,MasterCard,New Customer,CARD4728,London,0,Non-Eligible,1
11774,Shopify,PMT7244,09/09/2024 21:56,148.46,123.72,24.74,Primark,Completed,POS3,8,Cash,Staff2,10,MEM68717,CONF68891,GBP,1.82,MasterCard,Member,N/A,London,12,Non-Eligible,1
11775,WorldPay,PMT3279,09/09/2024 22:01,151.44,126.2,25.24,Primark,Completed,POS3,9,Cash,Staff2,0,MEM00000,CONF91697,GBP,3.94,Discover,New Customer,N/A,London,0,Non-Eligible,1
11776,Shopify,PMT1604,09/09/2024 22:10,55,45.83,9.17,Primark,Completed,POS2,2,Cash,Staff1,0,MEM00000,CONF53227,GBP,0.76,Discover,New Customer,N/A,London,0,Non-Eligible,1
11777,Shopify,PMT8403,09/09/2024 22:18,176.93,147.44,29.49,Primark,Completed,POS1,10,Cash,Staff2,0,MEM00000,CONF97760,GBP,4.46,Visa,Returning Customer,N/A,London,0,Non-Eligible,1
11778,WorldPay,PMT5099,09/09/2024 22:24,16.99,14.16,2.83,Primark,Completed,POS1,1,Online,Staff3,0,MEM00000,CONF18573,GBP,0.19,Discover,New Customer,N/A,London,0,Non-Eligible,1
11779,WorldPay,PMT7898,09/09/2024 22:33,36.47,30.39,6.08,Primark,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF79379,GBP,0.85,Amex,New Customer,N/A,London,0,Non-Eligible,1
11780,Braintree,PMT2514,09/09/2024 22:40,108.95,90.79,18.16,Primark,Completed,POS3,7,Debit Card,Staff3,0,MEM00000,CONF66051,GBP,1.52,Visa,New Customer,CARD5000,London,0,Non-Eligible,1
11781,Braintree,PMT2661,09/09/2024 22:47,203.94,169.95,33.99,Primark,Completed,POS2,10,Cash,Staff3,0,MEM00000,CONF41371,GBP,5.43,MasterCard,Returning Customer,N/A,London,0,Non-Eligible,1
11782,Shopify,PMT9604,09/09/2024 22:57,140.43,117.03,23.4,Primark,Completed,POS1,10,Cash,Staff4,0,MEM00000,CONF49582,GBP,1.84,Visa,New Customer,N/A,London,0,Non-Eligible,1
11783,WorldPay,PMT8442,10/09/2024 09:00,85.47,71.23,14.24,Primark,Completed,POS2,5,Online,Staff4,0,MEM00000,CONF78741,GBP,1.02,Discover,New Customer,N/A,London,0,Non-Eligible,2
11784,Braintree,PMT8167,10/09/2024 09:18,134.45,112.04,22.41,Primark,Completed,POS2,7,Credit Card,Staff4,0,MEM00000,CONF44733,GBP,1.94,MasterCard,New Customer,CARD5448,London,0,Non-Eligible,2
11785,WorldPay,PMT8316,10/09/2024 09:45,30.48,25.4,5.08,Primark,Completed,POS1,2,Debit Card,Staff4,0,MEM00000,CONF26307,GBP,0.78,Visa,New Customer,CARD1176,London,0,Non-Eligible,2
11786,WorldPay,PMT3703,10/09/2024 10:09,63.97,53.31,10.66,Primark,Cancelled,POS2,5,Cash,Staff4,0,MEM00000,CONF50631,GBP,1.76,Visa,Returning Customer,N/A,London,0,Non-Eligible,2
11787,WorldPay,PMT1428,10/09/2024 10:33,79.48,66.23,13.25,Primark,Completed,POS3,4,Cash,Staff2,0,MEM00000,CONF19877,GBP,1.95,MasterCard,New Customer,N/A,London,0,Non-Eligible,2
11788,Braintree,PMT7529,10/09/2024 10:57,96.47,80.39,16.08,Primark,Completed,POS1,7,Cash,Staff4,0,MEM00000,CONF24819,GBP,1.8,Discover,Returning Customer,N/A,London,0,Non-Eligible,2
11789,Shopify,PMT3877,10/09/2024 11:23,8.98,7.48,1.5,Primark,Completed,POS1,3,Cash,Staff3,0,MEM00000,CONF80664,GBP,0.24,Amex,New Customer,N/A,London,0,Non-Eligible,2
11790,Shopify,PMT8102,10/09/2024 11:38,142.94,119.12,23.82,Primark,Completed,POS2,10,Credit Card,Staff3,10,MEM66650,CONF35381,GBP,1.64,Discover,Member,CARD2949,London,11,Non-Eligible,2
11791,Braintree,PMT9364,10/09/2024 12:04,126.93,105.78,21.15,Primark,Completed,POS1,8,Cash,Staff2,0,MEM00000,CONF76389,GBP,3.58,Amex,Returning Customer,N/A,London,0,Non-Eligible,2
11792,WorldPay,PMT5319,10/09/2024 12:17,91.43,76.19,15.24,Primark,Completed,POS1,7,Credit Card,Staff4,0,MEM00000,CONF93587,GBP,1.63,Discover,New Customer,CARD7099,London,0,Non-Eligible,2
11793,Shopify,PMT5635,10/09/2024 12:30,170.96,142.47,28.49,Primark,Completed,POS3,8,Credit Card,Staff2,0,MEM00000,CONF26270,GBP,4.21,MasterCard,New Customer,CARD7490,London,0,Non-Eligible,2
11794,WorldPay,PMT8114,10/09/2024 12:42,34.98,29.15,5.83,Primark,Completed,POS3,2,Cash,Staff4,5,MEM54227,CONF70386,GBP,0.59,Visa,Member,N/A,London,2,Non-Eligible,2
11795,Shopify,PMT7883,10/09/2024 12:53,158.47,132.06,26.41,Primark,Completed,POS1,8,Cash,Staff1,0,MEM00000,CONF81725,GBP,1.83,Discover,Returning Customer,N/A,London,0,Non-Eligible,2
11796,Braintree,PMT6225,10/09/2024 13:06,102.44,85.37,17.07,Primark,Completed,POS2,7,Credit Card,Staff4,0,MEM00000,CONF76814,GBP,1.26,Amex,New Customer,CARD7243,London,0,Non-Eligible,2
11797,Shopify,PMT9342,10/09/2024 13:16,48.97,40.81,8.16,Primark,Completed,POS2,4,Cash,Staff1,0,MEM00000,CONF58059,GBP,0.88,Visa,New Customer,N/A,London,0,Non-Eligible,2
11798,WorldPay,PMT9904,10/09/2024 13:30,31.46,26.22,5.24,Primark,Cancelled,POS1,5,Credit Card,Staff4,0,MEM00000,CONF65992,GBP,0.74,MasterCard,New Customer,CARD4210,London,0,Non-Eligible,2
11799,WorldPay,PMT4115,10/09/2024 13:41,49.98,41.65,8.33,Primark,Completed,POS1,3,Credit Card,Staff2,0,MEM00000,CONF50271,GBP,0.98,Amex,New Customer,CARD2020,London,0,Non-Eligible,2
11800,WorldPay,PMT3033,10/09/2024 13:52,30.48,25.4,5.08,Primark,Completed,POS3,2,Cash,Staff3,0,MEM00000,CONF89199,GBP,0.6,MasterCard,New Customer,N/A,London,0,Non-Eligible,2
11801,Shopify,PMT6202,10/09/2024 14:05,162.94,135.78,27.16,Primark,Completed,POS1,9,Cash,Staff1,0,MEM00000,CONF25765,GBP,4.12,Discover,Returning Customer,N/A,London,0,Non-Eligible,2
11802,Braintree,PMT3506,10/09/2024 14:16,32.99,27.49,5.5,Primark,Completed,POS1,2,Cash,Staff1,10,MEM32781,CONF63308,GBP,0.9,Discover,Member,N/A,London,2,Non-Eligible,2
11803,Braintree,PMT5843,10/09/2024 14:31,163.47,136.22,27.25,Primark,Completed,POS2,7,Cash,Staff1,0,MEM00000,CONF96640,GBP,4.51,MasterCard,New Customer,N/A,London,0,Non-Eligible,2
11804,Shopify,PMT1104,10/09/2024 14:46,110,91.67,18.33,Primark,Completed,POS1,4,Cash,Staff4,0,MEM00000,CONF49363,GBP,2.3,Amex,New Customer,N/A,London,0,Non-Eligible,2
11805,Braintree,PMT3598,10/09/2024 14:57,111.99,93.33,18.66,Primark,Completed,POS3,4,Cash,Staff1,0,MEM00000,CONF91587,GBP,2.33,Visa,New Customer,N/A,London,0,Non-Eligible,2
11806,Shopify,PMT6181,10/09/2024 15:12,70.99,59.16,11.83,Primark,Completed,POS3,5,Cash,Staff4,0,MEM00000,CONF87344,GBP,1.84,Amex,Returning Customer,N/A,London,0,Non-Eligible,2
11807,Braintree,PMT7661,10/09/2024 15:26,72.47,60.39,12.08,Primark,Completed,POS3,4,Credit Card,Staff3,0,MEM00000,CONF18446,GBP,1.63,Amex,New Customer,CARD3681,London,0,Non-Eligible,2
11808,Shopify,PMT6828,10/09/2024 15:41,65,54.17,10.83,Primark,Completed,POS2,2,Credit Card,Staff4,0,MEM32351,CONF67429,GBP,1.01,Discover,Member,CARD9707,London,5,Non-Eligible,2
11809,Braintree,PMT6437,10/09/2024 15:56,73.98,61.65,12.33,Primark,Completed,POS3,4,Credit Card,Staff2,0,MEM47613,CONF89438,GBP,1.8,MasterCard,Member,CARD6461,London,6,Non-Eligible,2
